;text;queja;;;
;;;;;
"#Vitoria… https://t.co/c5hB41qhKO""";0;;;;
1081;Aúpa Luis! Cómo gusta escuchar opiniones así. Sin duda, es lo que debemos sembrar. Aquí nos tienes por si vienes po… https://t.co/vYVAOoJqgt;0;;;
1082;¡VÍDEO NUEVO! Reto adivinando películas con unos invitados muy especiales: @Daniivlog @Sirarous y @1dalanyo + queda… https://t.co/gMSqcGMLCL;0;;;
1083;I'm at BAR MAXIM'S CAFE in Vitoria, Alava https://t.co/Q1Hd4zkMvB;0;;;
1084;Mil gracias @ItziarGutierrez por recibirnos a @ahotsargiak <ed><U+00A0><U+00BC><ed><U+00BE><U+00B6> en tu programa de @radio_vitoria <ed><U+00A0><U+00BC><ed><U+00BE><U+0099> ¡Nos ha enCANTAdo!… https://t.co/Q578Aj6k27;0;;;
1085;INTENTO DE HOMICIDIO EN VITORIA  (detenido un menor) #vitoriagasteiz  https://t.co/GjxIXmGGGd https://t.co/DD7xV975L7;0;;;
1086;I'm at Bar Aldapa in Vitoria-Gasteiz, Araba / Alava https://t.co/5tgzB5IQHQ;0;;;
1087;I'm at Centro Cívico Judimendi Gizarte Etxea - @vitoriagasteiz in Vitoria-Gasteiz, Araba / Alava https://t.co/0xojbhM03w;0;;;
1088;Gran noche la de ayer sí señor!!! @ Vitoria, Spain https://t.co/pYRn8YD1BC;0;;;
1089;Ocupación de carril derecho en c/ Júndiz, sentido Zurrupitieta  https://t.co/tmLZC8lz3e #vitoriagasteiz #trafico_vitoria;0;;;
1090;I'm at Café London in Vitoria-Gasteiz, Araba / Alava https://t.co/UHGl36yKne;0;;;
1091;<ed><U+00A0><U+00BD><ed><U+00B5><U+0095> ;;;;
Dindón Dindón Dindón Dindón Dindón Dindón ;;;;;
" #Vitoria""";0;;;;
1092;Hoy 18:00h @radio_vitoria Oscar Vazquez, presidente del Sáenz Horeca @araberri en Especial #SanPrudencio en Plaza N… https://t.co/YE69Ke2dPl;0;;;
1093;San Prudencio @ Vitoria, Spain https://t.co/AnF0vvh6hI;0;;;
1094;@monicalopez_tve @abarniol_tve @tiempobrasero @llobiols @Adricor_fer Hoy San Prudencio, en Vitoria-Gasteiz https://t.co/MZE3ihfa72;0;;;
1095;#Euskadi Detenido un menor en Vitoria por intento de homicidio tras agredir a otro joven con un cuchillo a la… https://t.co/nEgLMvFSic;0;;;
1096;La Ertzaintza detiene en Vitoria al menor que apuñaló a otro joven en el pecho  https://t.co/MhX611NBW8;0;;;
1097;San Prudencio 2017 - Corazonistas Vitoria: https://t.co/GO7jAAkkzl vía @YouTube;0;;;
1098;Si un concejal se “pega” por la limpieza de Vitoria… ¡SE DICE Y PUNTO! https://t.co/jr8HQWDfBc #vitoriagasteiz https://t.co/xBcWCxmqUk;0;;;
1099;amazing ayer: le enseñé una nota de mi móvil al del Vitoria que ponía: ;;;;
fiebre - bad gyal;;;;;
;;;;;
"PUES VA EL PAVO Y PONE FIEBRE DE DAVID BISBAL<ed><U+00A0><U+00BD><ed><U+00B8><U+00B7>""";0;;;;
1100;Suena el tun, tun y con él la trompeta, es la retreta de nuestro patrón... Feliz día de San Prudencio a todos los Alaveses/as. <ed><U+00A0><U+00BC><ed><U+00BD><U+0084><ed><U+00A0><U+00BD><ed><U+00B0><U+008C>. #vitoria;0;;;
1101;<ed><U+00A0><U+00BD><ed><U+00B5><U+0092> ;;;;
Dindón Dindón Dindón ;;;;;
" #Vitoria""";0;;;;
1102;Y luego que porqué el transporte público en Vitoria es tan criticado...;0;;;
1103;Bi irudi hauek izan daitezke #kirolaktrail taldearen pasa den asteburuko erresumena. Aloña  eta Muskiz-en hain zuze… https://t.co/TMYUcEToAn;0;;;
1104;¿Dispositivo antiterrorista en la Retreta de Vitoria? (FOTO) AYER!!! #vitoriagasteiz https://t.co/pi7y1oy1uc https://t.co/g1DDB9xvRY;0;;;
1105;Comparador de televisiones https://t.co/ckc0FZgvHl #Vitoria #informatico;0;;;
1106;Y el frío que hace en Vitoria desde hace días qué;0;;;
1107;EMPIEZA EL RUIDO!!;;;;
;;;;;
"*Viernes 5 de mayo - Gaztetxe de Errekaleor (Vitoria-Gasteiz) a las 21:00 - Presentación de... https://t.co/Sp2ya2XTeD""";0;;;;
1108;Redes sociales que arrasaron... y después cayeron en el olvido https://t.co/LksWaPsaMc;0;;;
1109;current weather in Vitoria: scattered clouds, 12°C;;;;
63% humidity; wind 4kmh;" pressure 1019mb""";0;;
1110;Habrá ayudas para CAMBIAR VENTANAS en todos los barrios de Vitoria https://t.co/qVsm9cNvbW #vitoriagasteiz https://t.co/IpO5zYqd1y;0;;;
1111;San Prudencio da a Vitoria-Gasteiz la temperatura mínima histórica en abril https://t.co/NX0QAS7VpK;0;;;
1112;¿Has tenido frío esta noche? Es lógico https://t.co/sGDyDSli0G;0;;;
1113;20 cursos online y gratuitos de formación laboral https://t.co/9RHVbbY5f1 https://t.co/FrObNlzxRx #Vitoria #informatico;0;;;
1114;@Ainhoa_65 Vale gracias jejeje no nos sabíamos vitoria;0;;;
1115;Entrega de la Medalla de Álava a Juanjo Mena <U+2764><U+FE0F> (@ Artium - Biblioteca in Vitoria-Gasteiz) https://t.co/DZdvnf1ClA;0;;;
1116;10 cuentas de entrenadores personales en Instagram que debes seguir para ponerte en forma https://t.co/aLmHE4yrSC;0;;;
1117;I'm at Bar Restaurante Ezaro in Vitoria-Gasteiz https://t.co/uNEnaCWEz6;0;;;
1118;https://t.co/2oSBwf8KdS ;;;;
"El cortejo de la #ranitadeSanAntonio . 29 de Abril en Ataria de 19 a 20:30.… https://t.co/7TxoLvTrnX""";0;;;;
1119;Ahora puedes conseguir gratis estos plugins para vídeo, 3D y realidad virtual valorados en 1.000 dólares https://t.co/9pf0nulrY0;0;;;
1120;#perretxiCo #SanPrudencio #pintxos #tapas #Vitoria #Gasteiz #comer #cenar #salir https://t.co/rGV2WpHC0T;0;;;
1121;Sería útil que se informara del número máximo de visitantes por grupo.   Turismo  /  Servicios y productos turÃ­st… https://t.co/pjoRdRRqE0;0;;;
1122;Sería útil que se informara del número máximo de visitantes por grupo.   Turismo  /  Servicios y productos turÃ­st… https://t.co/3tfXjwMa0O;0;;;
1123;Gmail y Drive: 13 trucos para aprovechar al máximo Google https://t.co/4mHKHImCpO https://t.co/AiZbi47R8U #Vitoria #informatico;0;;;
1124;Ya podemos crear clases en Google Classroom desde nuestra cuenta personal https://t.co/VbsEu5NdqU https://t.co/53sy4CtGS3 #Vitoria #infor…;0;;;
1125;La ciencia confirma: puedes tomarte esa cuarta taza de café https://t.co/N4pOHqRt9b https://t.co/T5f1b2E6gk #Vitoria #informatico;0;;;
1126;Curso de Roncopatía y Apnea del Sueño. 13 de mayo en el  Centro de Formación BTI - Instituto Eduardo Anitua, Vitori… https://t.co/sV1W9Hs9VJ;0;;;
1127;"Los republicanos planean lanzar la ""madre de todas las bombas"" sobre Internet https://t.co/Y8wcN0FIXr";0;;;
1128;He votado por @shanelarkin_3 para el #MVPMovistar https://t.co/osqubQm6X0;0;;;
1129;¡Noticias de Alberto_Vitoria está disponible! https://t.co/vH85xTxqzs Gracias a @ExpansionaT #marketing #aspose;0;;;
1130;Todo listo para la #tamborrada. #Caracoles, #perretxicos y alegría, ¡Feliz #SanPrudencio 2017! #Vitoria #Gasteiz;0;;;
1131;En #Vitoria durante las fiestas de #SanPrudencio? Aprovecha a descubrir esta hermosa localidad con… https://t.co/TsflEqFQXI;0;;;
1132;Remember de la cultura vasca en GORA Project de Vitoria, como les gusta un Ken Zazpi a ellos @… https://t.co/OnCVa5n8Hp;0;;;
1133;<ed><U+00A0><U+00BD><ed><U+00B0><U+008C> ¡Feliz #SanPrudencio!;;;;
¡Abrígate bien y a disfrutar de la #romería!;;;;;
Ondo pasa!;;;;;
;;;;;
"#Araba  #alava #vitoria #vitoriag…… https://t.co/G1DCCJLX9P""";0;;;;
1134;¡Feliz día de San Prudencio, patrón de Álava! ¡Felicidades a todos los alaveses y alavesas! #SanPrudencio17 #Álava… https://t.co/wpJiZvojaj;0;;;
1135;Las 11 grandes verdades del trabajo autónomo https://t.co/TqujvxgHrT  vía @infoautonomos;0;;;
1136;<ed><U+00A0><U+00BD><ed><U+00B5><U+009A> ;;;;
Dindón Dindón Dindón Dindón Dindón Dindón Dindón Dindón Dindón Dindón Dindón ;;;;;
 #Vitoria;;;;;
"#FelizViernes""";0;;;;
1137;Empujados por el Espíritu: “Aquí estoy, envíame” - https://t.co/xOCbXZGftw Carta Pastoral del Obispo de Vitoria con motivo de la Jornada M…;0;;;
1138;Participa en la 3a jornada de #marchanordica de Elburgo. Actividades para toda la familia y Cto. de Álava.… https://t.co/iAcbWYvduo;0;;;
1139;¡¿Por qué no te fuiste con un extraño?! https://t.co/ntzQiwWovt;0;;;
1140;Programa de fiestas de San Prudencio para hoy, en Armentia y en la Plaza de la Provincia de Vitoria-Gastez.… https://t.co/TpQM6xWFcC;0;;;
1141;Si te quedas en Vitoria por #SanPrudencio estos son los planazos que te esperan:;;;;
"https://t.co/C9FibbaRex""";0;;;;
1142;<ed><U+00A0><U+00BD><ed><U+00B0><U+008C> ¡Feliz #SanPrudencio!;;;;
¡Habrá que ir bien abrigado a la romería! <U+26C4>;;;;;
"https://t.co/c15YHviHpx vía @gasteizhoy""";0;;;;
1143;#EvDia Jn 6,1-15 ;;;;
"Borraré """"poco"""" y """"escaso"""" de mi vocabulario porque de lo """"poco"""" ";;;;;
"repartiste entre cinco mil y de… https://t.co/pccdcikCzW""";0;;;;
1144;Feasts of the pattern of Álava: San Prudencio. Basque Country, northern Spain. ;;;;
"Hoy en Vitoria-Gasteiz! Fiestas del… https://t.co/oKXFWUlcpt""";0;;;;
1145;#TUVISA Armentiako zerbitzu berezia, #SanPrudentzio17 jaia dela medio https://t.co/ecqoUE48uH https://t.co/WGl7ZXQte2;0;;;
1146;El curling vuelve con el torneo de #SanPrudencio https://t.co/VjpHWzVcjV;0;;;
1147;<ed><U+00A0><U+00BD><ed><U+00B5><U+0099> ;;;;
Dindón Dindón Dindón Dindón Dindón Dindón Dindón Dindón Dindón Dindón ;;;;;
 #Vitoria;;;;;
"#FelizViernes""";0;;;;
1148;@VPlaza_D @baskonistascom @skyhookmagazine En Vitoria también dejo huella. Que recuerdos cuando sacaba sus pistolas… https://t.co/CkBlFxRDGh;0;;;
1149;@lasmananaskiss Aunque con los amigos de las mañanas Kiss comparto esas cosas que les mandó alguna vez. Hoy es Fiesta en Vitoria y en Alava;0;;;
1150;Historia de San Prudencio | ¿Quién fue San #Prudencio? | #Vitoria-Gasteiz  https://t.co/6xmCdrQHln https://t.co/2LngxQIYDQ;0;;;
1151;Estamos a 28 de abril y de momento no ha caído ni una gota de agua. Esto ya es raro en Vitoria;0;;;
1152;<ed><U+00A0><U+00BC><ed><U+00BE><U+00BA><ed><U+00A0><U+00BD><ed><U+00B0><U+008C><ed><U+00A0><U+00BC><ed><U+00BD><U+00B4>Revive la tamborrada de #SanPrudencio https://t.co/zdG9PWa6W6;0;;;
1153;Almost ready for tonight #SPCC17 #curling #harrikada #vitoria @ BAKH Ciudad Deportiva Baskonia https://t.co/SzxEGArljK;0;;;
1154;PARA VER EL PRONOSTICO DEL TIEMPO PARA LA ETAPA;;;;
"https://t.co/ZR5qEwj1Hn""";0;;;;
1155;RECORRIDO DE ETAPA B :;;;;
"VITORIA-ASTEGUIETA-FORONDA-APODAKA-GOPEGI--ZUBIZABAL-OTXANDIO-LANDA-VITORIA    69 Kms https://t.co/tTCsFIm0xM""";0;;;;
1156;RECORRIDO DE ETAPA A :;;;;
"VITORIA-NANCLARES-LAPUEBLA-TUYO-POBES-MANZANO-ESTABILLO-ARMIÑON-LAPUEBLA-AÑASTRO-TREBIÑO-PTO… https://t.co/t2TRDKTGtA""";0;;;;
1157;recorrió 13,1 kilómetro Carrera. https://t.co/sO3Ol0B6WE #kmsdefelicidad#strava;0;;;
1158;<ed><U+00A0><U+00BD><ed><U+00B5><U+0097> ;;;;
Dindón Dindón Dindón Dindón Dindón Dindón Dindón Dindón ;;;;;
 #Vitoria;;;;;
"#FelizViernes""";0;;;;
1159;current weather in Vitoria: few clouds, 0°C;;;;
92% humidity; wind 1kmh;" pressure 1020mb""";0;;
1160;<ed><U+00A0><U+00BD><ed><U+00B5><U+0096> ;;;;
Dindón Dindón Dindón Dindón Dindón Dindón Dindón ;;;;;
 #Vitoria;;;;;
"#FelizViernes""";0;;;;
1161;<ed><U+00A0><U+00BD><ed><U+00B5><U+0094> ;;;;
Dindón Dindón Dindón Dindón Dindón ;;;;;
" #Vitoria""";0;;;;
1162;<ed><U+00A0><U+00BD><ed><U+00B5><U+0093> ;;;;
Dindón Dindón Dindón Dindón ;;;;;
" #Vitoria""";0;;;;
1163;¡Me gusta Vitoria-Gasteiz! está disponible. Échale un ojo aquí: https://t.co/4pMSATph2N #zurekincorreo;0;;;
1164;2.22;;;;
" #Vitoria""";0;;;;
1165;<ed><U+00A0><U+00BD><ed><U+00B5><U+0091> ;;;;
Dindón Dindón ;;;;;
" #Vitoria""";0;;;;
1166;#Repost @3BDE ;;;;
···;;;;;
"Amantes de #13reasonswhy ya podéis cerrar los ojos y volver al baile.… https://t.co/G7IUHAiuas""";0;;;;
1167;@athletic_rules @gaizkutendabuti @AthleticClub @Alaves Ves como te alegras y decías que no lo decíais vosotros, si… https://t.co/OXqdIn722m;0;;;
1168;@athletic_rules @gaizkutendabuti @AthleticClub @Alaves No me has contestado que prefieres pagar si vienes a Vitoria… https://t.co/rlVHRT5Qaz;0;;;
1169;@athletic_rules @gaizkutendabuti @AthleticClub @Alaves Mira si es muy sencillo, tú si vendrías a Vitoria que prefie… https://t.co/2rme10mPSv;0;;;
1170;@athletic_rules @gaizkutendabuti @AthleticClub @Alaves Y dale con todo el mundo , puedes llegar a entender que era… https://t.co/UIUqqn9LXU;0;;;
1171;<ed><U+00A0><U+00BD><ed><U+00B5><U+0090> ;;;;
Dindón;;;;;
" #Vitoria""";0;;;;
1172;@athletic_rules @gaizkutendabuti @AthleticClub @Alaves Pues eso que no te quejes entonces cuando te cobran 70€, si… https://t.co/GR6Kweql4z;0;;;
1173;Tamborrada en Vitoria.;;;;
"https://t.co/7jiJMlmO5Y""";0;;;;
1174;"Estos gatos son los nuevos ""Pichis"" de Abetxuko..jajajaja! L@s de Vitoria, entenderán lo que pongo..";;;;
"Buen descanso mi gente..hasta mañana.!""";0;;;;
1175;<ed><U+00A0><U+00BD><ed><U+00B4><U+00B4><ed><U+00A0><U+00BC><ed><U+00BE><U+00A5>DIRECTO #SanPrudencio: suena el tun tun y con él la trompeta en Plaza Diputación https://t.co/NQSZbk8Gqx;0;;;
1176;@partidazocope @Guaschcope @elias_israel @danisenabre @msanchisoficial Todos de dulce, menos bale, Benzema, cristia… https://t.co/ewCoLpHKg7;0;;;
1177;<ed><U+00A0><U+00BD><ed><U+00B4><U+00B4><ed><U+00A0><U+00BC><ed><U+00BE><U+00A5>DIRECTO: tambores, cocineros y majorettes: https://t.co/zdG9PVSw4y #SanPrudencio;0;;;
1178;ESTA MAÑANA: Nieve en abril en Vitoria (VIDEO) https://t.co/x5s3oiaCx4 #vitoriagasteiz https://t.co/I7sFPLwJWa;0;;;
1179;¡Me gusta Vitoria-Gasteiz! está disponible. Échale un ojo aquí: https://t.co/4pMSATph2N Gracias a @elcorreo_alava @Alaves #vitoriagasteiz;0;;;
1180;<ed><U+00A0><U+00BD><ed><U+00B4><U+00B4><ed><U+00A0><U+00BC><ed><U+00BE><U+00A5>DIRECTO: protagonistas y tradición en la #Tamborrada 2017 https://t.co/NQSZbk8Gqx #SanPrudencio;0;;;
1181;Habrá ayudas para CAMBIAR VENTANAS en todos los barrios de Vitoria https://t.co/qVsm9cNvbW #vitoriagasteiz https://t.co/BqB8RRt6fj;0;;;
1182;Grandísimo invento no?;;;;
"Además está grabado en Vitoria-Gasteiz! https://t.co/uafd99NI7y""";0;;;;
1183;<ed><U+00A0><U+00BD><ed><U+00B4><U+00B4><ed><U+00A0><U+00BC><ed><U+00BE><U+00A5>DIRECTO: tamborrada 2017. ¡Engánchate! https://t.co/NQSZbk8Gqx #SanPrudencio;0;;;
1184;Si un concejal se “pega” por la limpieza de Vitoria… ¡SE DICE Y PUNTO! https://t.co/jr8HQWDfBc #vitoriagasteiz https://t.co/sGzFL5Qw6v;0;;;
1185;El contenedor gris de basuras de la calle Florida 75 está estropeado . La palanca para abrir con el pie se ha roto… https://t.co/EJyatCLepm;0;;;
1186;@Pasion_Basket Es el all star de Alemania???? Muygrande<ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>;0;;;
1187;Radio Siberia FM te recomienda el Memorial Bob Marley organizado por el New Kingston - Vitoria, para el jueves 11... https://t.co/nE6GDlzpIx;0;;;
1188;<U+26BD>TERCERA<U+26BD>;;;;
;;;;;
<ed><U+00A0><U+00BC><ed><U+00BF><U+0086> #Tolosa  <ed><U+00A0><U+00BC><ed><U+00B6><U+009A>@CDVitoria1945;;;;;
<ed><U+00A0><U+00BD><ed><U+00BA><U+00A9>29 de Abril;;;;;
<U+23F0> 16:30;;;;;
<ed><U+00A0><U+00BC><ed><U+00BF><U+00A0> Berazubi;;;;;
;;;;;
"Vamos a por todas. Quedan 3. EQUIPO. Goazenn… https://t.co/azXpUrM5CQ""";0;;;;
1189;El curling vuelve a #VitoriaGasteiz con el torneo de #SanPrudencio https://t.co/VjpHWzVcjV;0;;;
1190;Predicción para #Álava y #Vitoria. Mañana remiten totalmente las precipitaciones y quedará un día fresco con nubes… https://t.co/KSbW9J333C;0;;;
1191;Gautxori <ed><U+00A0><U+00BD><ed><U+00BA><U+008C><ed><U+00A0><U+00BD><ed><U+00BA><U+008C><ed><U+00A0><U+00BD><ed><U+00BA><U+008C> Horarios y recorridos https://t.co/XUXUPRCskT    #tráficoVG https://t.co/aTZ6aoqKw8;0;;;
1192;Gautxori <ed><U+00A0><U+00BD><ed><U+00BA><U+008C><ed><U+00A0><U+00BD><ed><U+00BA><U+008C><ed><U+00A0><U+00BD><ed><U+00BA><U+008C> Ordutegiak eta ibilbideak https://t.co/vKunPGETWu #trafikoa https://t.co/QczIxAce7q;0;;;
1193;HUYE EN COCHE tras embestir a un ciclista en Vitoria https://t.co/1RcmsSktcU #vitoriagasteiz https://t.co/trkpbpl3GH;0;;;
1194;"""Sólo dime cuándo, no me digas dónde, miraremos juntos, el mismo horizonte..."" @ Vitoria, Spain https://t.co/RlGrXT9lQd";0;;;
1195;¿Habéis puesto pies en polvorosa y cambiáis retreta por chancleta huyendo de este frío? #SanPrudencio tropical https://t.co/GObg9xl4ej;0;;;
1196;ESTA MAÑANA: Nieve en abril en Vitoria (VIDEO) https://t.co/x5s3oiaCx4 #vitoriagasteiz https://t.co/nVD9uacEPN;0;;;
1197;current weather in Vitoria: few clouds, 9°C;;;;
52% humidity; wind 5kmh;" pressure 1020mb""";0;;
1198;Vitoria: 9:07pm: sunset;0;;;
1199;<ed><U+00A0><U+00BD><ed><U+00B5><U+0098> ;;;;
Dindón Dindón Dindón Dindón Dindón Dindón Dindón Dindón Dindón ;;;;;
" #Vitoria""";0;;;;
1200;Me encanta la chica de #beinesports frío polar en vitoria dice, pero donde se cree que está, en el polo norte? #AlavesEibar;0;;;
1201;@hmdisease Great video and song!! Only 9 days for see you at @SalaHellDorado #Vitoria-Gasteiz #rock;0;;;
1202;"""Son problema y se venden a modo de falsa solución..."" <ed><U+00A0><U+00BE><ed><U+00B4><U+0094>#frases";;;;
;;;;;
#motivación #coaching;;;;;
#psicología #citas;;;;;
"#Vitoria… https://t.co/zKosgTnalT""";0;;;;
1203;Retweeted CNT Vitoria Gasteiz (@CNTVitoria):;;;;
;;;;;
"TITIRITEROS | """"La Bruja y Don Cristóbal"""" de la compañía Títeres... https://t.co/VHcGdLtoAd""";0;;;;
1204;Entre enero y abril, más denuncias policiales por 'cacas' de perros en Vitoria que en todo 2016 https://t.co/0rUc8dBUVD;0;;;
1205;Gasteizko HISTORIA de Vitoria: Leyenda y milagros de San Prudencio https://t.co/2hXmplwRnn;0;;;
1206;La Plaza de Abastos de #VitoriaGasteiz no solo brilla por su gastronomía, también por su arquitectura.  https://t.co/spw6pebE0C;0;;;
1207;El Ayuntamiento de Vitoria niega retrasos en las obras del Centro Cívico de Zabalgana https://t.co/CUbRVWyIzG vía @SERVitoria;0;;;
1208;Entre enero y abril, más denuncias policiales por 'cacas' de perros en Vitoria que en todo 2016 https://t.co/0rUc8dBUVD vía @La_SER;0;;;
1209;https://t.co/PTSBb4WFu0;0;;;
1210;@nbaplus @juanchohg14 Saldra en la sección del picaflor?????;0;;;
1211;En Vitoria tenemos todo: agua, nieve, sol, frío, calor, heladas...;0;;;
1212;Si seremos green en Vitoria que, con el campo de fútbol en el centro de la ciudad, vamos a los partidos en coche.;0;;;
1213;#kireyestilistas #makeup #labiales #colorrosa #vitoriagasteiz @ Kirey Vitoria Estilistas https://t.co/jr4jPQ8N3A;0;;;
1214;MUGAKO festival, 13 y 14 de Octubre en Vitoria-Gasteiz con Croatian Amor, Kassem Mosse, Lucy, Paula Temple,... https://t.co/cY8qkrK6lG;0;;;
1215;La Tertulia Dobles Figuras de @DXTcopevitoria  con @Arrillaga, @juanjobrizuela y @CArriluceayuyu Miércoles 26/04/17… https://t.co/oFUHPaurIU;0;;;
1216;Vente a la #ruta del #cucurucho en #perretxiCo y La escotilla ¡Hoy promete! #pintxos #tapas #Vitoria #Gasteiz... https://t.co/pnFoENrCjQ;0;;;
1217;El domingo se jugará el partido 100 entre Baskonia y Joventut desde 1972 pero ¿cuál fue el primer equipo de Vitoria que jugó ante la Penya?;0;;;
1218;@Baskonia @Penya1930 @ACBCOM ¿quien se acuerda deDejan Kotourovic?, uno de esos temporeros de lujo, que ya llegó a… https://t.co/8cnlElajw1;0;;;
1219;#Euskadi Osakidetza pone en marcha el nuevo servicio de rehabilitación de Lakuabizkarra (Vitoria)… https://t.co/0ePNkPXkgK;0;;;
1220;#Sanprudentxio ha llegado!Recordaros a todos que la delegación de vitoria y administración permanecerá cerrada mañana! Nos vemos el martes<U+263A><U+FE0F>;0;;;
1221;#vitoria-gasteiz https://t.co/85BIOJDWgS;0;;;
1222;<ed><U+00A0><U+00BD><ed><U+00B5><U+0095> ;;;;
Dindón Dindón Dindón Dindón Dindón Dindón ;;;;;
" #Vitoria""";0;;;;
1223;Carretera Vitoria Bilbao nacional 622 passat sacando foto al pasar el túnel hacia Altube;0;;;
1224;Falso virus de Windows 10, tu antivirus pueden dejarte sin PC https://t.co/PldD1RiQ7c #Vitoria #informatico;0;;;
1225;Habrá ayudas para CAMBIAR VENTANAS en todos los barrios de Vitoria https://t.co/qVsm9cNvbW #vitoriagasteiz https://t.co/OuK04LfMbc;0;;;
1226;¡Hermanamiento de peñas previo al derby de esta noche en Vitoria! <ed><U+00A0><U+00BD><ed><U+00B4><U+00B4><ed><U+00A0><U+00BD><ed><U+00B4><U+00B5> #AlavesEibar #eibarfans https://t.co/3b9EBEsXEf;0;;;
1227;TUVISAren zerbitzu berezia @Alaves @SDEibar https://t.co/qka1zeN9AL  #trafikoa https://t.co/TAm1AWTcok;0;;;
1228;El tiempo d Vitoria nunca lo voy a comprender<ed><U+00A0><U+00BD><ed><U+00B8><U+0082>;0;;;
1229;ESTA MAÑANA: Nieve en abril en Vitoria (VIDEO) https://t.co/x5s3oiaCx4 #vitoriagasteiz https://t.co/zkdn9qRIIA;0;;;
1230;II Edición Feria Creativa MerKaCity Vitoria-Gasteiz: 6-7 de Mayo https://t.co/oZxcBcKBdB https://t.co/ZILpKvLhZH;0;;;
1231;[Diocesis Vitoria] Novedades (27/04/2017) -  https://t.co/7NmjXwCYcH;0;;;
1232;Convocatorias de prensa (02-05-2017) https://t.co/K8FbzReCfW https://t.co/3JEhNlTUhJ;0;;;
1233;En tan solo 3 horas tendrá lugar la retreta que da comienzo a las fiestas en honor a #SanPrudencio en #Vitoria… https://t.co/p5v7UIj6ao;0;;;
1234;I'm at CEP Salburua in Vitoria-Gasteiz, Araba / Alava https://t.co/NcJD9bgjva;0;;;
1235;¿Día lluvioso? <U+2744><U+FE0F><ed><U+00A0><U+00BC><ed><U+00BC><U+00A8><U+FE0F>Trae a la tarde a tus txikis a #Ataria para que aprendan más con nuestras bandejas, descúbrelas!… https://t.co/Hh3633d2JB;0;;;
1236;¿Egun euritsua? <U+2744><U+FE0F><ed><U+00A0><U+00BC><ed><U+00BC><U+00A8><U+FE0F>Etxeko txikienak #Ataria-ra ekar itzazu gure erretiluekin goza dezaten! Gehiago ikusi:… https://t.co/dQ8OvWMZLB;0;;;
1237;Hoy se amplía en 2 horas el horario de cierre de los locales hosteleros. No te pases ¡Respetalas!… https://t.co/EM0G8OY1Cg;0;;;
1238;Me quitaron tanto que me quede en sock;0;;;
1239;Gaurko goiz lainotsuak ez digu gozatzeko aukera kendu #IngurumenHezkuntza , argazkiak ikus itzazu! <U+2744><U+FE0F><ed><U+00A0><U+00BC><ed><U+00BC><U+00A8><U+FE0F><U+2744><U+FE0F><ed><U+00A0><U+00BD><ed><U+00B3><U+00B8>… https://t.co/fcDyzlnBJg;0;;;
1240;Hoy el nublado día no ha impedido poder disfrutar de una bonita mañana. #EducacionAmbiental ¡mirad las fotos! <ed><U+00A0><U+00BC><ed><U+00BC><U+00A8><U+FE0F><U+2744><U+FE0F>… https://t.co/XXvEXDKcgK;0;;;
1241;Hacen falta DONACIONES DE SANGRE en Vitoria https://t.co/P08QN7IYpP #vitoriagasteiz https://t.co/Uhytbe0n98;0;;;
1242;He vuelto a oír que el kalimotxo se invento en Bilbao, como no, hace 40 años. En 1967 en la mili en Vitoria, ya se bebía Coca-Cola con vino;0;;;
1243;que ganas tengo de salir de vitoria este fiiindeeee <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B1><U+008B><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC>;0;;;
1244;Si un concejal se “pega” por la limpieza de Vitoria… ¡SE DICE Y PUNTO! https://t.co/jr8HQWDfBc #vitoriagasteiz https://t.co/tuMSJ5rgh6;0;;;
1245;Previsiones informativas https://t.co/VCYgSU4dZh https://t.co/72KxgPbubc;0;;;
1246;Comparativa de moviles. https://t.co/06KLu6a5hS #Vitoria #informatico;0;;;
1247;I'm at Café London in Vitoria-Gasteiz, Araba / Alava https://t.co/1XCsProziz;0;;;
1248;https://t.co/4KRy5zQ8N2;0;;;
1249;"@gonzalez_joq Sería un: ""Hemos llegado Vitoria-Gasteiz"". Le hablamos a la ciudad <ed><U+00A0><U+00BD><ed><U+00B1><U+008D>";0;;;
1250;"<U+2744><U+FE0F>Que a San Prudencio, patrón alavés, lo apodemos ""Santo meón"", vale. Pero, ¿era necesaria la presencia de la nieve casi en mayo? #Vitoria";0;;;
1251;“Siniestro total” tocará EN MAYO en Vitoria https://t.co/7zES8LWlj7 #vitoriagasteiz https://t.co/nXnWuXrO2l;0;;;
1252;<ed><U+00A0><U+00BD><ed><U+00B5><U+0092> ;;;;
Dindón Dindón Dindón ;;;;;
" #Vitoria""";0;;;;
1253;Comisión de Urbanismo (08-05-2017) https://t.co/BW2Vswowan https://t.co/mlFBzeiHiN;0;;;
1254;Pleno Municipal  (05-05-2017) https://t.co/ohF2HjQlF2 https://t.co/TyhmXcBvqV;0;;;
1255;Junta General Extraordinaria Amvisa (05-05-2017) https://t.co/OOkmXzC4Hy https://t.co/247wVfUZ89;0;;;
